2	1	0	0	0
3	2	0	0	0
4	3	0	0	0
5	4	0	0	0
6	0	1	0	0
7	1	1	0	0
8	2	1	0	0
9	3	1	0	0
10	4	1	0	0
11	0	2	0	0
12	1	2	0	0
13	2	2	0	0
14	3	2	0	0
15	4	2	0	0
16	5	2	0	0
17	6	2	0	0
18	7	2	0	0
19	8	2	0	0
20	0	3	0	0
21	1	3	0	0
22	2	3	0	0
23	3	3	0	0
24	4	3	0	0
25	5	3	0	0
26	6	3	0	0
27	7	3	0	0
28	8	3	0	0
29	0	4	0	0
30	1	4	0	0
31	2	4	0	0
32	3	4	0	0
33	4	4	0	0
34	5	4	0	0
35	6	4	0	0
36	7	4	0	0
37	8	4	0	0
38	0	5	0	0
39	1	5	0	0
40	2	5	0	0
41	3	5	0	0
42	4	5	0	0
43	5	5	0	0
44	6	5	0	0
45	7	5	0	0
46	8	5	0	0
47	0	6	0	0
48	1	6	0	0
49	2	6	0	0
50	3	6	0	0
51	4	6	0	0
52	5	6	0	0
53	6	6	0	0
54	7	6	0	0
55	8	6	0	0
56	0	7	0	0
57	1	7	0	0
58	2	7	0	0
59	3	7	0	0
60	4	7	0	0
61	5	7	0	0
62	6	7	0	0
63	7	7	0	0
64	8	7	0	0
65	0	8	0	0
66	1	8	0	0
67	2	8	0	0
68	3	8	0	0
69	4	8	0	0
70	5	8	0	0
71	6	8	0	0
72	7	8	0	0
73	8	8	0	0
74	9	8	0	0
75	10	8	0	0
76	11	8	0	0
77	12	8	0	0
78	0	9	0	0
79	1	9	0	0
80	2	9	0	0
81	3	9	0	0
82	4	9	0	0
83	5	9	0	0
84	6	9	0	0
85	7	9	0	0
86	8	9	0	0
87	9	9	0	0
88	10	9	0	0
89	11	9	0	0
90	12	9	0	0
91	0	10	0	0
92	1	10	0	0
93	2	10	0	0
94	3	10	0	0
95	4	10	0	0
96	5	10	0	0
97	6	10	0	0
98	7	10	0	0
99	8	10	0	0
100	9	10	0	0
101	10	10	0	0
102	11	10	0	0
103	12	10	0	0
104	0	11	0	0
105	1	11	0	0
106	2	11	0	0
107	3	11	0	0
108	4	11	0	0
109	5	11	0	0
110	6	11	0	0
111	7	11	0	0
112	8	11	0	0
113	9	11	0	0
114	10	11	0	0
115	11	11	0	0
116	12	11	0	0
117	0	12	0	0
118	1	12	0	0
119	2	12	0	0
120	3	12	0	0
121	4	12	0	0
122	5	12	0	0
123	6	12	0	0
124	7	12	0	0
125	8	12	0	0
126	9	12	0	0
127	10	12	0	0
128	11	12	0	0
129	12	12	0	0
24	0	0	0	0
1	930	0	0	0
2	930	0	0	0
3	930	0	0	0
4	930	0	0	0
5	930	0	0	0
10	930	0	0	0
15	930	0	0	0
16	930	0	0	0
17	930	0	0	0
18	930	0	0	0
19	930	0	0	0
28	930	0	0	0
37	930	0	0	0
46	930	0	0	0
55	930	0	0	0
64	930	0	0	0
73	930	0	0	0
74	930	0	0	0
75	930	0	0	0
76	930	0	0	0
77	930	0	0	0
90	930	0	0	0
103	930	0	0	0
116	930	0	0	0
24	0	0	0	0
6	-500	0	0	0
11	-500	0	0	0
20	-500	0	0	0
29	-500	0	0	0
38	-500	0	0	0
47	-500	0	0	0
56	-500	0	0	0
65	-500	0	0	0
78	-500	0	0	0
91	-500	0	0	0
104	-500	0	0	0
117	-500	0	0	0
118	-500	0	0	0
119	-500	0	0	0
120	-500	0	0	0
121	-500	0	0	0
122	-500	0	0	0
123	-500	0	0	0
124	-500	0	0	0
125	-500	0	0	0
126	-500	0	0	0
127	-500	0	0	0
128	-500	0	0	0
129	-500	0	0	0		
	
